customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
2049-BAFNW,0,Female,0,0,0,1,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,35.9,35.9,1.180144642
2050-ONYDQ,0,Female,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26,1654.85,0.854700855
2054-PJOCK,0,Female,0,0,0,60,1,1,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),80.55,4847.05,2.647928994
2055-BFOCC,0,Male,1,1,0,63,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84,5329.55,2.761341223
2055-PDADH,1,Female,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.4,204.7,2.31426693
2055-SIFSS,0,Female,1,1,0,55,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,1.697896121
2056-EVGZL,0,Male,0,1,1,68,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),105.75,7322.5,3.476331361
2057-BOYKM,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),96.6,6827.5,3.175542406
2057-ZBLPD,1,Female,0,1,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.5,1808.7,2.843523997
2058-DCJBE,1,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.75,324.6,2.292899408
2061-VVFST,0,Female,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,805.2,0.641025641
2065-MMKGR,0,Female,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),71,2080.1,2.333990796
2067-QYTCF,0,Female,0,1,0,64,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.15,6953.4,3.653846154
2068-WWXQZ,0,Male,0,0,0,46,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,902,0.659105851
2070-FNEXE,1,Female,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503.6,2.513149244
2070-XYMFH,0,Female,1,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.35,1835.3,2.608481262
2072-ZVJJX,0,Male,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.25,1728.2,0.830046022
2073-QBVBI,0,Female,0,1,0,41,0,0,DSL,0,1,0,1,0,0,One year,0,Mailed check,35.45,1391.65,1.165351742
2074-GKOWZ,1,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185.55,2.943786982
2074-GUHPQ,0,Female,0,0,1,17,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),92.7,1556.85,3.047337278
2075-PUEPR,0,Male,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1153.25,0.636094675
2075-RMJIK,0,Female,0,1,1,5,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,49.4,232.55,1.623931624
2077-DDHJK,0,Female,0,1,0,68,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,4911.35,2.330703485
2077-MPJQO,0,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,533.05,2.478632479
2079-FBMZK,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.25,418.4,2.276462853
2080-CAZNM,0,Female,1,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,4133.95,3.431952663
2080-GKCWQ,0,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,151.75,2.463839579
2080-SRCDE,0,Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,0.834976989
2081-KJSQF,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,0.665680473
2081-VEYEH,0,Male,0,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.95,318.6,3.548652202
2082-CEFLT,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.6,45.6,1.499013807
2082-OJVTK,1,Male,0,1,1,29,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.2,2698.35,2.932281394
2085-BOJKI,0,Male,0,1,0,17,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),96.65,1588.25,3.177186062
2085-JVGAD,0,Male,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0.668967784
2087-QAREY,0,Female,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.7,1178.75,1.798159106
2088-IEBAU,0,Female,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,2.897764629
2091-GPPIQ,0,Female,0,1,1,72,1,1,DSL,0,1,0,1,1,1,Two year,1,Electronic check,78.95,5730.15,2.595332018
2091-MJTFX,1,Female,0,1,1,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),51.2,1561.5,1.683103222
2091-RFFBA,1,Female,1,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.9,2217.15,2.429322814
2096-XOTMO,0,Female,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,275.9,0.636094675
2097-YVPKN,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,1654.75,0.846482577
2100-BDNSN,1,Female,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),67.95,350.3,2.233727811
2101-RANCD,0,Female,0,0,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.1,4144.9,2.403024326
2103-ZRXFN,0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.75,50.75,1.668310322
2105-PHWON,0,Female,0,1,0,33,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),95,3008.15,3.122945431
2107-FBPTK,0,Female,1,0,0,30,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.1,3121.1,3.42209073
2108-GLPQB,0,Male,0,1,0,25,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),55.55,1405.3,1.826101249
2108-XWMPY,1,Male,0,0,0,3,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,35.45,106.85,1.165351742
2108-YKQTY,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.7,151.3,1.666666667
2111-DWYHN,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.1,21.1,0.693622617
2114-MGINA,1,Female,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.8,1129.1,2.95200526
2115-BFTIW,1,Male,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.95,1767.35,2.33234714
2120-SMPEX,0,Male,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,536.35,0.662393162
2121-JAFOM,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.55,8312.4,3.798487837
2122-SZZZD,0,Male,0,0,0,44,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.5,835.5,0.641025641
2122-YWVYA,0,Female,0,0,0,18,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,1380.4,2.478632479
2123-AGEEN,0,Female,1,0,0,7,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.35,609.65,2.772846811
2123-VSCOT,0,Female,0,1,1,59,1,1,DSL,0,0,1,1,1,0,Two year,1,Bank transfer (automatic),72.1,4194.85,2.370151216
2126-GSEGL,0,Female,0,1,0,70,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.8,5917.55,2.787639711
2129-ALKBS,0,Female,0,1,1,40,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,26.2,1077.5,0.861275477
2133-TSRRM,0,Female,0,0,1,34,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,3688.6,3.463182117
2135-DQWAQ,0,Female,0,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,85.3,420.45,2.804076266
2135-RXIHG,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45.65,1.500657462
2137-DQMEV,0,Male,0,1,1,68,0,0,DSL,1,1,0,0,1,0,One year,0,Mailed check,44.8,2983.65,1.472715319
2138-VFAPZ,0,Female,0,1,1,14,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,263.65,0.647600263
2139-FQHLM,0,Male,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,89.95,1682.4,2.956936226
2141-RRYGO,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),68.65,261.25,2.256738988
2143-LJULT,0,Female,0,1,0,67,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.25,1733.15,0.830046022
2144-BFDSO,0,Female,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Bank transfer (automatic),108.75,5431.9,3.57495069
2144-ESWKO,0,Male,0,0,0,43,0,0,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),35.2,1463.7,1.157133465
2146-EGVDT,0,Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,1192.7,0.634451019
2150-OEGBV,0,Male,0,0,0,27,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.1,562.6,0.660749507
2150-UWTFY,1,Female,0,1,1,22,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,61.15,1422.05,2.010190664
2150-WLKUW,0,Female,0,1,0,40,1,1,DSL,0,1,0,0,1,0,One year,0,Bank transfer (automatic),63.9,2635,2.100591716
2153-MREFK,1,Female,0,1,0,37,1,1,Fiber optic,1,0,1,1,0,1,One year,1,Electronic check,99.2,3754.6,3.261012492
2154-KVJFF,1,Female,0,0,0,15,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.75,1111.85,2.621630506
2155-AMQRX,0,Female,0,0,0,28,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),54.9,1505.15,1.804733728
2157-MXBJS,1,Male,0,1,0,13,1,1,DSL,0,0,1,0,1,1,One year,1,Mailed check,75.3,989.45,2.475345168
2159-TURXX,0,Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,95.55,0.659105851
2160-GPFXD,0,Male,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),65.65,3566.7,2.158119658
2162-FRZAA,0,Male,0,1,1,63,0,0,DSL,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),39.35,2395.05,1.29355687
2164-SOQXL,0,Female,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,406.05,0.659105851
2165-VOEGB,1,Female,0,0,1,46,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Bank transfer (automatic),105.2,4822.85,3.458251151
2167-FQSTQ,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,92.4,6786.1,3.037475345
2169-RRLFW,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.6,1888.25,0.841551611
2171-UDMFD,0,Male,0,1,1,32,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.45,674.55,0.639381986
2172-EJXVF,0,Female,1,0,0,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.9,7521.95,3.481262327
2176-LVPNX,0,Female,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,2.953648915
2176-OSJUV,0,Male,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.15,4681.75,2.141683103
2178-PMGCJ,0,Male,0,0,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.7,1490.4,2.291255753
2180-DXNEG,1,Female,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96,1062.1,3.15581854
2181-TIDSV,0,Male,0,1,1,68,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.95,1303.25,0.65581854
2181-UAESM,0,Male,0,0,0,2,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,53.45,119.5,1.757067719
2186-QZEYA,0,Female,1,0,0,29,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),58.55,1718.95,1.924720579
2187-LZGPL,1,Female,0,0,0,7,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),40.1,293.3,1.318211703
2187-PKZAY,0,Male,0,0,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,2.628205128
2188-SXWVT,0,Female,0,0,0,34,1,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,55,1885.15,1.808021039
2189-UXTKY,1,Female,0,1,0,22,1,1,DSL,1,0,0,1,1,1,Month-to-month,1,Electronic check,79.2,1742.75,2.603550296
2189-WWOEW,1,Female,0,0,1,15,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,2.823800131
2190-BCXEC,0,Female,0,1,0,40,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),78.85,3126.85,2.592044707
2190-PHBHR,0,Female,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,1,Two year,1,Credit card (automatic),94.45,6921.7,3.10486522
2192-CKRLV,0,Female,0,1,0,72,0,0,DSL,1,1,1,0,0,1,Two year,1,Electronic check,49.2,3580.95,1.617357002
2192-OZITF,0,Female,0,0,0,45,1,1,DSL,1,0,0,1,0,1,Two year,0,Mailed check,73.55,3349.1,2.417817226
2193-SFWQW,0,Male,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),111.95,8033.1,3.680144642
2194-IIQOF,0,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.3,6388.65,2.935568705
2195-VVRJF,0,Male,1,1,0,18,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),59.1,1011.05,1.942800789
2195-ZRVAX,1,Female,0,1,0,47,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,85.3,4045.65,2.804076266
2197-OMWGI,0,Female,1,1,1,68,0,0,DSL,0,1,1,0,1,1,Two year,1,Electronic check,53,3656.25,1.742274819
2200-DSAAL,0,Female,0,0,0,68,1,1,DSL,0,1,1,0,1,1,Two year,1,Electronic check,80.65,5330.2,2.651216305
2202-CUYXZ,1,Male,0,0,0,1,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.85,84.85,2.789283366
2202-OUTMO,0,Female,0,1,0,34,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),60.85,2003.6,2.000328731
2203-GHNWN,0,Female,0,1,0,24,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.65,1928.7,2.618343195
2205-LPVGL,0,Male,1,1,1,58,1,1,Fiber optic,1,1,0,1,0,0,One year,1,Bank transfer (automatic),89.85,5125.75,2.953648915
2205-YMZZJ,1,Male,1,0,0,7,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.8,546.95,2.787639711
2207-NHRJK,1,Male,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.8,50.8,1.669953978
2207-OBZNX,1,Male,0,0,0,7,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,51,354.05,1.6765286
2207-QPJED,0,Female,1,1,0,37,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Electronic check,90,3371.75,2.958579882
2207-RYYRL,0,Male,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.55,1331.05,0.807034845
2208-MPXIO,0,Female,0,1,1,45,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20,886.4,0.657462196
2208-NKVVH,0,Male,0,1,1,43,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.25,1077.95,0.797172913
2208-NQBCT,0,Female,0,1,1,26,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.95,2070.05,2.693951348
2208-UGTGR,0,Male,0,0,0,56,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.6,5581.05,3.241288626
2209-XADXF,0,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),25.25,25.25,0.830046022
2211-RMNHO,0,Female,0,1,1,68,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.3,5560,2.804076266
2212-LYASK,0,Male,0,1,1,27,0,0,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),45.85,1246.4,1.507232084
2215-ZAFGX,0,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.5,791.7,2.810650888
2219-MVUSO,1,Male,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,1.484220907
2220-IAHLS,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.4,19.4,0.63773833
2223-GDSHL,0,Male,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8297.5,3.814924392
2223-KAGMX,1,Female,0,0,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.4,289.3,0.63773833
2225-ZRGSG,1,Female,0,1,1,70,1,1,Fiber optic,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),93.9,6579.05,3.08678501
2226-ICFDO,0,Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.9,6110.75,2.823800131
2227-JRSJX,0,Female,0,0,0,21,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),99.15,1956.4,3.259368836
2228-BZDEE,0,Female,0,0,0,54,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,1079.45,0.660749507
2229-DPMBI,0,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.5,162.15,0.641025641
2229-VWQJH,0,Female,0,0,0,24,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),49.3,1233.25,1.620644313
2230-XTUWL,0,Female,0,1,1,48,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,883.35,0.642669297
2232-DMLXU,1,Female,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,1.814595661
2233-FAGXV,0,Female,0,1,1,5,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.3,132.25,0.798816568
2233-TXSIU,0,Male,0,1,1,17,0,0,DSL,1,0,1,0,1,0,One year,0,Credit card (automatic),44.45,792.15,1.46120973
2234-EOFPT,0,Male,0,1,0,72,1,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),79.35,5753.25,2.608481262
2234-XADUH,0,Female,0,1,1,72,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),103.2,7362.9,3.392504931
2235-DWLJU,0,Female,1,0,0,6,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.4,263.05,1.459566075
2235-EZAIK,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.2,5401.9,2.603550296
2235-ZGKPT,1,Female,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.85,239.55,1.671597633
2236-HILPA,0,Male,0,1,1,62,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.65,1218.45,0.678829717
2237-ZFSMY,1,Female,0,0,0,39,1,0,Fiber optic,1,0,1,1,1,0,One year,1,Electronic check,95.55,3692.85,3.141025641
2239-CFOUJ,0,Male,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.4,20.4,0.67061144
2239-CGBUZ,0,Female,0,1,0,51,1,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),60.5,3145.15,1.988823143
2239-JALAW,1,Male,0,0,0,58,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.25,6017.65,3.394148586
2240-HSJQD,0,Male,0,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,2.690664037
2242-MFOTG,0,Male,0,0,0,33,1,1,Fiber optic,1,0,0,0,0,0,One year,0,Bank transfer (automatic),80.1,2603.3,2.633136095
2243-FNMMI,0,Male,0,0,0,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.4,415.4,0.63773833
2245-ADZFJ,0,Female,0,1,1,31,1,1,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),80.55,2471.6,2.647928994
2249-YPRNG,1,Female,0,1,1,20,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.85,2239.65,3.479618672
2250-IVBWA,0,Male,0,1,1,64,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.05,5135.35,2.664365549
2251-PYLPB,0,Male,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),79.55,5810.9,2.615055884
2252-ISRNH,0,Male,0,1,1,9,1,1,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,90.35,767.9,2.97008547
2252-JHJGE,0,Male,0,0,0,61,1,1,Fiber optic,1,0,1,0,1,1,One year,0,Electronic check,104,6363.45,3.418803419
2252-NKNSI,0,Male,0,0,1,52,1,1,DSL,1,1,0,1,1,1,Two year,1,Mailed check,85.15,4461.85,2.799145299
2253-KPMNB,0,Female,0,1,1,69,0,0,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),46.25,3121.4,1.520381328
2254-DLXRI,0,Female,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.15,79.15,2.60190664
2256-YLYLP,0,Male,0,1,1,68,1,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),72.95,4953.25,2.39809336
2257-BOVXD,0,Male,0,1,0,14,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),66.6,979.5,2.189349112
2259-OUUSZ,0,Male,0,0,0,7,0,0,DSL,0,0,1,1,0,0,One year,1,Credit card (automatic),35.5,249.55,1.166995398
2260-USTRB,1,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.2,115.95,2.307692308
2262-SLNVK,0,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.1,70.1,2.304404997
2263-SFSQZ,0,Male,0,1,1,51,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.95,1222.25,0.820184089
2265-CYWIV,1,Female,1,1,0,4,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.6,347.65,3.274161736
2266-FUBDZ,0,Male,0,1,1,15,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,278.85,0.636094675
2266-SJNAT,0,Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),109.15,7789.6,3.588099934
2267-FPIMA,0,Male,0,1,0,50,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.4,4914.9,3.103221565
2267-WTPYD,0,Female,1,1,0,57,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Credit card (automatic),94,5438.95,3.090072321
2270-CHBFN,0,Female,0,1,0,44,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95.1,4060.55,3.126232742
2272-JKMSI,0,Female,0,1,1,62,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,110.8,6840.95,3.642340565
2272-QAGFO,1,Female,1,0,0,14,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.3,1096.25,2.442472058
2272-UOINI,0,Female,0,0,0,7,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Electronic check,78.5,571.05,2.580539119
2272-WUSPA,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,110.75,7751.7,3.64069691
2273-QCKXA,0,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,49.05,49.05,1.612426036
2274-XUATA,0,Male,1,1,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.1,4685.55,2.074293228
2275-RBYQS,0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,45.4,1.492439185
2276-YDAVZ,1,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.1,270.7,2.468770546
2277-AXSDC,0,Female,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.75,624.15,0.649243918
2277-BKJKN,0,Female,1,1,0,71,1,0,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,99.2,7213.75,3.261012492
2277-DJJDL,0,Male,1,1,0,60,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99,6017.9,3.25443787
2277-VWCNI,0,Female,1,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,48.75,179.85,1.602564103
2279-AXJJK,0,Male,0,1,0,52,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),95.65,5088.4,3.144312952
2282-YGNOR,0,Female,0,0,0,29,1,0,DSL,1,0,1,1,0,0,One year,0,Credit card (automatic),58,1734.5,1.906640368
2284-VFLKH,0,Male,0,1,0,49,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),99.25,4920.8,3.262656147
